Date,SPX250117C00200000,SPX250117C00400000,SPX250117C00800000,SPX250117C01000000,SPX250117C01400000,SPX250117C01800000,SPX250117C02000000,SPX250117C02600000,SPX250117C02800000,SPX250117C02900000,SPX250117C03000000,SPX250117C03500000,SPX250117C03600000,SPX250117C04000000,SPX250117C04050000,SPX250117C04100000,SPX250117C04200000,SPX250117C04300000,SPX250117C04450000,SPX250117C04500000,SPX250117C04600000,SPX250117C04650000,SPX250117C04675000,SPX250117C04700000,SPX250117C04750000,SPX250117C04775000,SPX250117C04800000,SPX250117C04825000,SPX250117C04850000,SPX250117C04875000,SPX250117C04900000,SPX250117C04925000,SPX250117C04950000,SPX250117C04975000,SPX250117C05000000,SPX250117C05025000,SPX250117C05050000,SPX250117C05075000,SPX250117C05100000,SPX250117C05125000,SPX250117C05150000,SPX250117C05175000,SPX250117C05200000,SPX250117C05225000,SPX250117C05250000,SPX250117C05275000,SPX250117C05300000,SPX250117C05325000,SPX250117C05350000,SPX250117C05375000,SPX250117C05400000,SPX250117C05425000,SPX250117C05450000,SPX250117C05475000,SPX250117C05500000,SPX250117C05525000,SPX250117C05550000,SPX250117C05575000,SPX250117C05600000,SPX250117C05625000,SPX250117C05650000,SPX250117C05675000,SPX250117C05700000,SPX250117C05725000,SPX250117C05750000,SPX250117C05775000,SPX250117C05800000,SPX250117C05825000,SPX250117C05850000,SPX250117C05875000,SPX250117C05900000,SPX250117C05925000,SPX250117C05950000,SPX250117C05975000,SPX250117C06000000,SPX250117C06025000,SPX250117C06050000,SPX250117C06075000,SPX250117C06100000,SPX250117C06125000,SPX250117C06150000,SPX250117C06175000,SPX250117C06200000,SPX250117C06225000,SPX250117C06250000,SPX250117C06275000,SPX250117C06300000,SPX250117C06325000,SPX250117C06350000,SPX250117C06375000,SPX250117C06400000,SPX250117C06425000,SPX250117C06450000,SPX250117C06475000,SPX250117C06500000,SPX250117C06525000,SPX250117C06550000,SPX250117C06575000,SPX250117C06600000,SPX250117C06625000,SPX250117C06650000,SPX250117C06675000,SPX250117C06700000,SPX250117C06750000,SPX250117C06800000,SPX250117C06850000,SPX250117C06900000,SPX250117C06950000,SPX250117C07000000,SPX250117C07100000,SPX250117C07200000,SPX250117C07400000,SPX250117C07600000,SPX250117C07800000,SPX250117C08000000,SPX250117C08200000,SPX250117C08400000,SPX250117C08600000,SPX250117C08800000,SPX250117C09000000
2024-08-23,,,,4633.49,,,,,,,,,,1696.04,,,,,,,,,,,979.66,,,,,,,,811.5,,,,,,,,,,,,,,484.22,,459.69,,419.65,,,,,315.73,,,276.8,245.1,236.07,216.8,211.7,196.4,180.82,166.7,153.67,143.2,120.3,,103.0,,83.9,81.5,67.7,,58.21,,41.0,,32.2,,27.28,,21.2,,16.0,,13.5,,10.8,,,,,,,,4.59,,,,3.3,,2.45,,1.95,,1.5,,1.05,0.75,,0.45,,,,,,
2024-09-11,,,,4539.19,,,3558.51,,,,2515.74,,,1485.7,,,,,,,954.64,,,,,,,,706.93,,,,,,645.92,,,,507.7,,,439.04,,,418.25,455.23,433.84,419.97,,347.6,,,266.99,254.0,283.71,258.4,250.0,225.7,211.04,194.5,180.4,166.3,153.9,138.16,128.1,116.3,111.0,89.9,86.2,76.5,69.1,61.0,54.1,30.2,42.5,32.62,35.7,,24.5,,,,12.81,,11.8,,6.1,,,,4.09,,,,2.55,,,,2.32,,,,1.45,,1.15,,0.95,,0.8,,0.51,0.45,0.38,0.3,0.27,,,,,
2024-09-19,,,,4736.0,,,,,,,,,,1786.66,,,,,,,,,,,,,,,,,928.14,,,,835.74,,,,,,,671.13,640.0,,,,572.7,535.33,,,460.3,,,411.2,402.66,376.5,,340.52,316.0,282.08,,258.04,241.9,222.75,206.9,190.5,175.8,165.9,,139.86,132.23,,,98.8,91.0,,70.65,,52.44,46.73,42.6,35.61,31.74,29.2,23.55,,18.69,17.98,15.2,13.96,11.6,11.0,,,7.7,,,,4.78,,,,3.2,,2.95,,1.99,,1.7,,1.0,0.6,0.45,,,,,,,
2024-10-21,,,,4844.58,,,,,,,,,,1900.78,,,,,,,,,,,,,,,,,1021.8,1013.39,,,930.23,,,872.52,,,,,,704.7,690.5,,,,,577.18,572.72,,518.85,,464.45,,423.38,420.05,382.88,,,,302.28,,263.6,,229.78,213.0,193.9,180.0,164.4,146.5,143.5,120.17,111.3,104.8,93.5,82.7,68.25,63.8,50.05,44.14,39.05,31.38,27.6,27.4,21.3,20.4,14.31,12.46,11.4,10.9,9.4,6.77,6.05,,5.1,,3.45,,,,2.45,,1.45,,,,0.75,,0.5,0.35,,,0.12,,,,,
2024-11-11,,,,5003.6,,,4012.88,,,,3023.8,,,2035.48,,,,,,,,,,1354.81,,,,,,1178.23,1158.72,1126.46,,1077.66,1053.0,,,,955.6,,,,849.6,,,,,,,,667.72,,635.8,,570.0,,,498.79,493.22,457.48,435.03,403.06,390.93,,,331.91,307.6,284.7,263.15,243.3,227.0,206.88,187.19,,154.25,138.8,124.29,117.0,98.07,87.45,76.88,66.5,58.4,49.71,43.8,41.4,31.8,27.38,23.94,22.18,16.7,,12.0,,9.65,9.0,5.95,,5.1,,4.15,,2.42,,1.49,,0.95,,0.65,0.5,0.35,,,,,,,,,
2024-11-12,,,,4998.69,,,,,,,,,,2028.9,,,,,,1541.09,,,,,,,,,,,1130.58,,,,1032.93,,,,,,,,,,,,,,,,,,,,569.25,,502.46,,482.87,447.68,425.23,411.7,381.19,,333.47,,285.57,,263.9,241.1,221.9,192.87,176.56,164.1,147.06,128.5,115.94,114.0,81.8,75.4,70.38,61.06,50.77,45.38,37.07,,27.9,,20.5,16.05,12.76,13.2,8.7,8.5,5.95,5.1,5.5,,3.86,,,,2.16,,1.1,,0.65,,0.5,0.4,,,,,,,,,,
2024-11-13,,,,4993.59,,,4003.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.6,,,983.44,,,,,,836.88,,,,,,693.63,,,,,560.3,,515.78,505.66,,447.08,,,392.42,,345.14,,291.36,283.9,249.2,242.7,212.9,191.62,179.1,,144.03,127.27,114.9,,89.6,80.0,67.4,60.1,49.4,42.1,34.93,,24.9,,17.04,,11.55,,8.0,6.83,5.1,4.9,3.58,,2.53,,,,,,0.95,,0.55,,0.4,,,,0.25,,,,,,,
2024-11-20,,,,4889.07,,,3899.66,,,,,,,1954.04,,,,,,1433.0,,,,,,,,,,,,,,,971.04,,,,,,,,744.92,716.59,,,,,,587.6,,559.3,,,490.0,,,,373.87,,351.42,,309.32,,,,208.28,192.4,184.6,161.29,161.25,145.74,114.84,101.5,101.44,,61.99,54.3,56.65,45.5,40.05,30.44,29.01,19.57,16.12,16.07,13.2,10.77,7.43,5.98,5.85,,3.3,,2.56,,1.78,,1.23,,0.9,,,0.65,0.5,,,,,0.2,0.15,0.1,0.1,,,,,0.1,,
2024-11-25,,,,4989.61,,,,,,,3039.3,,,2024.47,,,,,,1522.85,,,,,1292.98,,,,1194.56,,1145.34,,,,1032.15,,,,938.77,,,,835.33,,,,737.53,,,,642.23,,593.55,,547.93,,,,,,,,372.1,,317.9,,300.05,,226.4,210.22,193.07,,154.2,137.5,121.69,104.92,88.4,,66.9,58.17,47.14,44.94,32.4,32.47,20.7,,14.24,11.95,9.1,7.0,5.6,6.9,4.1,,2.34,2.5,1.65,,1.1,,,,0.7,,0.4,,0.3,,,0.2,0.15,,,,,,,,,
2024-12-05,,,,5082.55,,,4096.94,,,,,,,2110.6,,,,,,,,,,,,,,,,,,,,,1113.4,,,,1021.18,,,,,,874.84,,,,,,726.14,,,,625.83,,,,,,482.0,,431.77,,,,334.07,,295.73,282.05,247.0,239.94,207.75,187.1,161.94,141.14,129.07,108.07,92.0,77.57,65.23,56.0,44.41,35.67,30.1,24.52,18.5,16.28,11.87,10.27,7.05,,4.11,,2.25,,1.5,,,,0.72,,,,0.45,0.4,,,0.3,,0.2,0.15,,0.1,0.07,,,,,
2024-12-10,,,,5065.38,,,,,,,,,,2080.53,,,,,,1584.86,,,,,,,,,,,,,,,1089.96,,1029.08,,,,,,,,,,,,,,,,,,598.31,,,,,,,,,,,,308.9,,248.64,243.91,205.83,,165.43,146.12,131.01,111.4,97.24,78.7,65.73,54.69,44.26,34.44,27.68,21.1,16.5,12.4,9.93,7.35,5.36,3.95,2.95,2.85,2.07,1.42,1.05,0.8,,,0.5,,0.37,,,,,,,,,,0.1,0.1,,,,,,,,
2024-12-11,,,,5079.01,,,,,,,,,,2111.21,,,1912.6,,,,1495.9,,,,,,1319.02,,,,,,,,1119.91,,,,,,,,921.16,,,,809.93,,,,,,,,,,,,525.0,,,,,,385.35,361.99,338.75,314.7,279.8,271.21,253.3,227.23,201.33,180.87,160.87,145.8,121.7,107.0,86.44,71.75,59.29,50.5,38.4,32.52,24.07,20.0,14.0,12.3,8.73,6.47,4.8,3.55,2.8,2.1,1.5,1.1,,,0.7,0.45,0.42,,,,0.25,,,,,,,0.05,,,,,,,,
2024-12-16,,,,5078.63,,,4092.7,,,,,,,2097.59,,,1897.8,,,,,,,,,,,,,,1203.18,,,,1105.74,,,,,,,922.18,897.53,,,,,,758.58,,715.99,,669.03,,607.4,,,540.05,515.8,,,443.66,412.6,,,,333.76,301.8,288.0,,234.01,,190.54,170.1,150.0,136.82,118.0,94.4,79.34,64.0,53.69,42.44,34.0,25.9,20.11,16.61,11.6,8.56,6.75,4.9,3.37,2.67,1.95,1.45,0.97,0.88,0.7,0.35,0.42,,,,0.25,0.2,0.15,,,,0.15,0.1,,,,,,,,,,
2024-12-27,,,,4962.91,,,3967.15,,,,2969.78,2457.05,,1984.77,,,,,,1458.0,,,,,1200.84,1175.92,,,,,,,,,989.65,,,,876.44,,836.46,799.31,794.61,,,712.36,670.6,,,,573.89,,,,487.52,,,400.5,376.75,,,,267.09,249.1,237.92,223.0,207.85,,152.38,146.93,127.92,97.35,93.31,75.2,62.0,42.1,37.6,27.62,19.0,11.79,8.6,5.55,3.6,2.15,1.5,1.0,0.66,0.7,0.37,0.4,0.3,,0.35,,0.2,,0.1,,0.15,,,,0.15,,,,0.1,,0.1,,,,,0.05,0.07,,0.05,,,
2024-12-31,,,,4888.22,,,3888.23,3327.05,,3017.07,,,,1898.04,,,,,,1394.04,1298.54,,,1198.92,1150.0,1119.33,1095.54,,,,1001.72,,,,896.34,,,,798.0,,,,696.31,683.78,659.03,,,,,,493.1,,,,387.58,,,,299.84,,261.7,,213.49,191.93,167.08,185.14,128.02,110.8,99.55,82.78,67.57,55.36,40.82,31.45,22.95,17.2,10.38,6.92,4.8,3.0,2.1,1.3,0.92,0.51,0.46,0.3,0.27,0.17,0.15,0.05,0.2,,0.1,0.05,0.1,0.1,,,0.1,,,,,,,,0.05,,0.05,0.1,,,,,,,,,,
2025-01-03,,,,4899.65,,,,,,,,,,1945.77,,,,,,1409.7,,,,,,,1150.73,,,,,,,,948.65,,,,,,794.3,,,,,,651.04,,,,,527.24,,,458.86,,,337.09,358.5,,305.32,,229.9,210.61,202.87,,167.56,145.75,124.02,105.9,90.71,72.3,55.6,41.07,31.3,22.12,14.65,9.47,5.7,3.22,1.79,1.25,0.7,0.45,0.25,,0.2,0.15,0.17,0.16,0.15,0.1,0.07,,0.09,,,,,,,,0.05,,,,,,,,,,,,,,,,,
2025-01-13,,,,4790.82,,,,,,,,,,1794.73,,,,,,1323.54,,,,1126.02,1041.85,1039.55,1013.85,,,,920.2,,,,826.0,,732.86,707.96,724.77,697.33,,,611.61,,533.43,,,,,,,,,,319.67,,277.0,,201.4,194.87,186.0,148.32,136.47,122.37,76.9,83.79,70.8,55.04,42.3,29.5,20.7,12.7,7.4,3.9,1.8,0.95,0.45,0.2,0.17,0.2,0.1,,0.15,0.1,0.1,0.1,0.1,,0.08,,0.08,,0.05,,0.05,,,0.05,0.05,,0.05,,0.05,0.05,,,,,,,,,,,,,,,,
2025-01-14,,,,4855.91,,,,,,,,,,,,,,,,,1230.46,,,,1105.41,,1042.5,,,,,893.35,,,825.48,,,,755.28,,,,658.6,,,,515.09,,,,,,,,,,,,226.44,,206.04,182.38,158.74,125.13,114.2,69.2,77.18,52.56,46.04,32.96,22.0,13.6,7.9,3.88,1.85,0.85,0.4,0.35,0.15,0.15,0.15,,0.1,0.1,0.13,0.08,0.07,,,,0.05,,0.05,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
2024-12-12,,,,,,4270.56,,,,3189.08,,,,2098.6,,,,,,,,,,,,,1297.17,,,,,,,,1081.08,,,,1000.0,,950.3,,903.35,,842.32,,,,758.98,,,,,,589.13,,,534.85,516.81,,466.72,,404.84,,371.74,,310.44,,276.0,239.92,229.49,205.29,172.9,173.0,140.9,116.44,100.5,83.37,68.7,60.0,44.9,38.53,29.19,22.8,17.12,13.77,9.5,7.6,5.7,4.0,2.7,2.75,1.84,1.37,0.8,,,0.4,0.4,,,,,,,,,,,,,,,0.05,,,,,,
2024-10-15,,,,,,,3857.73,,,,,,,,,,,,,,,,,,,,1113.12,,,,,,,,903.69,,,,,,783.03,,741.9,,,,,,,,,,493.14,,454.6,,411.35,,384.5,,354.06,,305.35,,261.0,,232.6,212.54,200.72,,159.0,,131.23,,110.1,102.8,102.22,83.43,68.95,66.55,54.5,52.31,42.1,,,27.0,23.71,,19.4,15.34,13.3,,10.08,,7.65,,,,,,,,2.95,,1.95,,1.45,,,,0.55,0.35,,,,,,,,
2024-10-18,,,,,,,3884.0,,,,,,,1914.14,,,,,,,,,,,,,,,,,,,,968.14,943.99,,,,,,,,749.77,,,685.25,,,,,573.49,,518.9,495.9,482.11,453.1,439.68,413.3,399.98,370.1,360.76,339.4,317.88,303.3,282.0,264.2,242.33,227.15,205.67,,173.19,,146.9,133.0,116.75,103.0,91.2,81.53,72.5,62.18,56.06,48.53,42.9,,31.21,27.26,23.3,20.67,17.2,14.93,12.6,,9.5,8.24,6.8,,,,4.15,,,,2.55,,1.71,,1.2,,0.9,,0.47,0.35,,,,,,,,
2024-12-13,,,,,,,4054.0,,,,3068.89,,,,,,1897.51,,,,,,,,,,,,,,,,,,1078.61,,,,979.23,,,,,876.87,,,,,,,,,,,590.07,,,506.75,482.7,,454.7,,,,,313.43,302.27,,257.98,235.36,214.95,193.18,183.19,149.93,131.9,111.17,94.62,80.7,63.95,51.55,41.63,33.49,26.05,20.0,15.1,11.1,8.31,5.9,4.2,3.14,2.29,1.9,1.22,1.0,0.72,0.54,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-18,,,,,,,,,,,2612.65,,,1654.15,,1558.51,,,,,,,,,,,,,,,,,,,729.41,,,,651.5,,583.43,,563.95,,,,461.2,,436.17,,405.9,,368.09,,337.66,,306.38,314.76,251.7,250.9,235.8,221.2,202.57,198.29,174.99,193.7,150.79,,124.8,,116.92,,,,77.9,,,,53.39,,,,35.35,,,,21.65,,,,14.6,,,,12.5,,,,6.4,,,,,,,,,,1.55,,,,,0.45,,,,,,
2024-07-19,,,,,,,,,,,2586.09,,,1613.43,,,,,,,,,,,,,,,,,,,,,692.93,,,,,,563.7,,539.76,,481.15,,,,,,372.02,,343.3,,298.05,,,257.7,235.78,,207.6,198.25,179.03,179.25,153.85,150.3,136.08,,115.2,,94.33,,,,64.46,,,,46.66,,,,28.14,,,,18.1,,,,11.32,,,,7.16,,,,4.75,,,,3.18,,,,,,1.5,,,,,,,,,,,
2024-08-06,,,,,,,,,,,2368.16,,,1384.3,,,,,,,813.34,,,,,,673.9,,614.5,601.9,,,563.3,543.9,533.2,,,,452.6,413.5,382.02,382.7,347.33,,333.03,322.55,301.26,,271.5,257.06,225.61,230.0,203.49,203.25,185.5,177.8,145.24,141.9,131.86,,122.5,103.96,89.7,90.9,80.48,65.12,65.5,,48.0,,38.23,,30.42,,24.46,,,,17.3,,17.0,,11.5,,,,7.2,,,,5.0,,,,3.5,,,,3.3,,,,2.22,,,,,,,,,,,,,,,,,
2024-08-14,,,,,,,,,,,2501.05,,,1527.43,,,,,,1044.25,,,,,,,,,,,,,,,608.82,,,,,,,,433.3,,,388.67,368.44,,335.31,,282.17,,268.53,251.76,232.46,222.42,188.83,189.25,173.82,162.52,149.77,134.5,123.76,,103.0,,85.89,,67.97,,55.6,,42.57,,34.8,,26.73,,20.2,,15.5,,11.9,,,,7.79,,,,5.08,,,,3.4,,,,2.53,,,,,,,,,,,,,0.45,0.35,,,,,0.15,,
2024-09-20,,,,,,,,,,,2738.39,,,1765.34,,1655.24,,,,1273.83,,,,,,,982.7,,940.05,,,,,,812.58,,,,,,,,617.9,,,,,,,,460.55,,,,375.2,355.7,,320.88,301.28,275.27,257.08,241.33,230.15,215.7,199.1,178.6,164.0,150.94,137.0,124.6,113.7,,92.3,,73.77,66.1,59.93,53.68,47.3,,35.4,33.9,27.94,,23.52,18.2,16.53,14.3,,,10.02,,7.98,,8.56,,,,,,,,3.0,,2.3,,,,1.25,,0.75,0.5,,,,,,,,
2024-09-24,,,,,,,,,,,2739.0,,,1788.88,,,,,,,,,,1106.6,,,,,,,,,,,831.91,,,,,,,,,,,,559.81,,,,475.18,,433.9,,379.35,,,,313.12,,276.63,,244.21,,211.3,,176.47,,148.65,,121.25,,,,78.78,65.05,64.4,,47.9,,38.71,,29.3,25.79,21.4,,16.7,,12.2,,,,,,,,4.7,,3.9,,,,,,2.0,,1.45,,1.15,,,0.45,,,,,,,,
2024-10-23,,,,,,,,,,,2825.94,,,,,,,,1383.74,,,,,,,,,,,,976.41,,,,881.0,,,,,,,,,,637.96,,602.53,,538.9,,506.03,,471.05,,428.83,425.11,409.0,,,,,,259.0,,222.47,,183.14,,160.85,165.0,137.6,122.6,110.12,94.8,87.3,81.77,68.28,62.34,51.65,,34.0,37.46,27.47,,18.67,,14.3,12.25,10.5,10.25,7.42,,5.18,,4.05,,,,2.37,,,,1.5,,,,,,0.55,,0.4,,,,,,,,,
2025-01-16,,,,,,,,,,,2957.58,,,,,,,,,,1354.05,,,1258.49,1198.86,,1158.54,,1098.23,,1060.0,,,,944.82,,905.73,,,,,,,,,670.48,653.26,625.5,599.1,,563.87,,514.51,,455.02,,,,355.63,,294.5,,257.16,,200.19,,150.9,128.27,94.3,74.0,36.26,14.14,5.61,1.11,0.4,0.25,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,,0.05,,,,,,,,0.03,,,,,,,,,,,,,,0.03,,,,,,,,,,,
2024-08-29,,,,,,,,,,,,,2097.72,,,,,,,,,,,,,,,,,,825.28,,,,,,,,658.3,,,,556.37,,,,473.14,,430.99,,,,,,,,286.69,,247.73,,241.36,194.39,209.4,187.6,153.74,166.3,146.8,,122.65,103.0,89.15,,,,55.2,,54.0,,33.6,,31.73,,21.3,,15.4,,12.0,,10.25,,,,,,5.7,,,,,,,,,,,,1.35,,1.05,,0.7,,,,,,,,,
2024-07-24,,,,,,,,,,,,,,1566.08,,,,1252.87,,,,,,,,,,,,,716.6,,672.27,,631.9,,602.41,,575.94,,,,,,,,396.13,,,,325.46,323.39,290.17,274.18,254.15,243.06,246.46,223.99,197.5,199.3,174.4,173.03,147.76,,137.09,119.5,107.59,,89.73,,75.31,,67.87,,50.0,,42.61,,34.14,,,,21.69,,17.7,,14.0,,,,8.93,,,,5.7,,,,,,,,2.57,,1.9,,,,1.05,,0.75,,,,,,,,,
2024-07-26,,,,,,,,,,,,,,1562.33,,,,,,,,,,,,,,,,,,,,,645.13,,,,546.63,,,,,,,,392.35,,,,348.03,318.47,301.0,280.0,266.01,,,,196.43,195.95,181.5,169.5,148.29,145.7,137.76,120.4,112.89,,94.8,,78.27,,,,49.44,,,,34.1,,,,22.0,,19.8,,14.25,,,,9.6,,,,5.73,,,,3.8,,,,2.6,,,,,,,,,,,,,,,,,
2024-07-29,,,,,,,,,,,,,,1571.17,,,,,,,,,,,,,,,,,,,,,657.84,,,,,546.27,,,488.6,,442.02,,410.32,,,,,,,291.14,268.0,,,,210.35,,186.9,166.3,157.65,142.6,127.77,124.18,113.8,,93.6,,80.06,,,,51.7,,42.12,,35.6,,,,,,17.7,,14.85,,,,9.2,,,,,,,,3.9,,,,,,,,,,1.1,,,,,,,0.2,,0.15,,
2024-08-16,,,,,,,,,,,,,,1640.0,,,,,,,,,,,,,,,,,,,,,705.9,,,,,,,,515.21,,,,450.3,,,,375.43,,326.88,,298.08,,250.3,233.7,230.93,,199.6,185.87,170.5,151.9,148.2,,120.17,,102.17,,84.1,,,,54.0,,43.42,,34.28,,23.9,,20.4,,14.4,,12.0,,,,7.85,,,,4.65,,,,3.4,,,,2.52,,,,,,1.05,,,,,,,,,,,
2024-08-28,,,,,,,,,,,,,,1671.1,,,,,,1199.69,,,,1031.54,986.6,,,,893.1,,,,,,716.27,,,,628.45,,,,562.07,,,,482.89,,,420.59,384.52,,,,339.9,,281.59,,234.9,235.0,217.6,204.2,189.0,172.7,159.04,143.0,131.1,,101.7,91.9,91.3,75.0,72.5,59.6,58.6,,41.5,,32.4,,25.3,,19.6,,16.3,,12.41,,,,7.51,,,,4.8,,,,,,,,,,,,,,1.2,,,,,,,,,,,
2024-09-03,,,,,,,,,,,,,,1640.0,,,,,,,,,,,,,890.0,,,,797.64,,,,684.15,,,,606.81,,,,540.69,,494.16,,481.1,,413.01,,354.03,,341.36,323.18,283.42,265.13,251.9,251.51,208.78,213.7,199.7,170.01,158.42,147.5,135.41,114.59,106.0,,85.02,89.97,69.5,,58.54,48.55,41.17,38.96,46.2,,25.1,,26.3,,19.15,,11.7,,8.85,,8.12,,5.6,,,,3.6,,,,2.6,,,,1.95,,1.45,,1.2,,1.0,,0.65,0.5,0.4,0.4,,,,,,
2024-09-04,,,,,,,,,,,,,,1589.02,,,,,,,1046.22,,,,,,,,,,,,,,674.45,,,,588.68,,,,511.36,,,447.12,424.3,,,,347.39,,,,279.79,257.4,246.9,233.0,213.24,,189.8,165.96,156.05,146.7,133.36,,109.4,,,,69.39,,54.59,,45.41,39.1,,,26.0,,20.3,,15.0,,12.0,,8.7,,6.9,,5.5,,,,4.1,,,,2.77,,,,2.0,,1.66,,1.3,,1.1,,0.8,0.65,0.5,0.4,,,,,,
2024-09-05,,,,,,,,,,,,,,1576.26,,,,,,,,,,918.95,,,,,,,751.65,,,,664.24,,,,568.15,,,,,,,,412.55,,367.69,354.71,339.83,,,,264.41,,,,200.97,189.0,172.51,155.9,145.97,135.62,134.1,,99.8,,80.3,74.3,64.25,,50.8,49.2,36.9,,30.96,,22.94,,17.4,,13.5,,9.6,,7.75,,,,5.1,,,,3.1,,,,2.2,,,,,,1.4,,,,0.92,,,,,,,,,,,
2024-09-06,,,,,,,,,,,,,,1501.22,,,,,,,,,,,,,755.17,,,,,,,,589.29,,,,,,464.97,,418.03,,,,351.31,,,302.28,281.67,261.9,,,219.95,201.2,187.02,172.78,156.89,160.2,134.84,121.53,115.28,98.98,93.13,78.03,73.7,85.8,61.87,50.5,47.2,43.88,36.75,31.1,27.0,26.8,20.58,,16.8,,11.95,,9.21,,7.2,,5.67,,,,3.78,,,,2.85,,,,1.9,,,,1.55,,1.2,,,,0.75,,,,,0.45,,,,,,
2024-09-12,,,,,,,,,,,,,,1629.22,,,,,1230.27,,,,,,,,,,,,,,,,,,,,,,554.0,,518.11,,,,439.61,,,404.78,376.4,,,315.18,296.83,270.36,,,246.0,221.42,208.63,,179.73,153.66,132.42,139.8,127.0,105.83,102.5,,85.0,79.03,67.98,,53.5,44.0,40.5,,27.9,,25.5,,18.73,,14.2,,9.95,,,,5.9,,,,4.2,,,,2.65,,,,1.9,,1.45,,1.15,,0.95,,0.65,0.47,,0.32,,,,,,
2024-09-13,,,,,,,,,,,,,,1690.5,,,,,,,,,,1021.4,,,,,,,,,,,744.08,,,,657.3,,,,,,,,,,,,407.8,,366.03,,334.03,,296.0,,259.74,237.7,233.23,,195.2,,164.93,154.1,140.9,,115.39,104.8,95.5,,,69.88,60.24,,48.19,,37.3,,28.35,,21.3,,16.7,,12.87,,9.41,,7.4,,,,4.68,,,,3.3,,,,2.21,,1.59,,1.26,,1.0,,0.65,0.4,0.37,,,,,,,
2024-09-16,,,,,,,,,,,,,,1702.17,,,,,,,,,,1023.68,,,,,,,,,,,757.5,,,,,,,,,,,,494.6,,,,418.1,395.47,375.84,348.88,336.73,318.51,290.6,281.93,258.24,239.4,231.2,207.2,201.15,184.62,164.0,156.8,143.68,126.9,,104.5,93.1,,75.05,,62.7,52.68,,,37.83,,29.25,,21.95,,16.4,,,,,,,,,,4.62,,,,3.2,,,,,,1.7,,,,0.9,,,,0.4,,,,,,,
2024-09-18,,,,,,,,,,,,,,1693.46,,1609.0,,,,,,,,1042.29,,,,,,,,,812.55,,792.73,,,704.9,,,,,,,,,,,,,416.0,,,,342.16,,302.34,,260.9,,,237.39,192.3,187.23,,174.89,146.45,,144.1,114.43,94.0,87.0,76.92,,63.48,58.71,50.8,,37.5,,,,23.8,22.6,17.61,15.11,14.74,,10.21,,7.5,,,,5.2,,,,3.74,,,,2.6,,1.85,,1.47,,1.25,,,,,,,,,,,
2024-09-25,,,,,,,,,,,,,,1780.46,,,,,,,1215.31,,,,,,,,,,,,,,824.86,,,,,,,,642.97,,,,558.98,,,,,,,,,381.45,,,312.74,,273.7,,238.9,,202.6,189.3,174.6,159.7,144.8,134.4,121.18,,99.3,91.25,79.05,74.4,64.7,52.09,49.9,,36.6,,26.8,24.45,20.0,,16.73,,,,8.85,,,6.0,5.8,,,,,,,,2.35,,,,,,,,,0.45,,0.25,,,,,,
2024-09-26,,,,,,,,,,,,,,1804.41,1755.18,,,,,1334.06,,,,1119.03,,,,,,,,,,,847.41,,,,,,,,665.3,,,,574.2,,531.0,,506.9,,463.22,,420.94,394.37,380.64,347.6,328.3,,,268.72,249.03,238.0,210.8,,182.66,172.5,163.0,155.94,132.9,,106.0,94.55,87.19,,72.1,,53.95,45.13,39.57,,31.8,,23.89,,18.22,18.1,13.2,13.1,10.25,,,,6.85,,,,4.2,,,,2.85,,1.99,,1.44,,1.1,,,,,,,,,,,
2024-09-27,,,,,,,,,,,,,,1804.23,,,,,,1317.0,,,,,,,1037.64,,,,943.74,,895.03,,847.23,,,,,,,,,,,,,,,512.46,493.5,,,,418.3,,369.39,348.81,329.56,320.44,,284.92,262.6,237.73,223.2,204.74,189.97,174.88,159.56,144.43,136.1,,114.31,,89.0,,70.3,61.71,55.14,48.87,42.47,,31.8,27.83,24.1,21.58,18.65,,,12.34,10.6,,,,6.2,,4.9,,4.1,,,,,,2.0,,,,1.02,,0.6,,,,,,,,,0.15
2024-09-30,,,,,,,,,,,,,,1816.89,,,,,,,,,,,,,,,,947.63,,,,,859.99,,,,,,,,,,,,565.99,,,,485.66,,,,396.1,,364.11,,320.68,,,,,248.0,219.4,195.7,179.8,169.76,164.0,142.1,141.14,115.6,115.04,83.5,79.0,74.2,68.01,51.1,48.05,42.45,40.26,,27.96,,24.5,,14.63,,12.55,,9.8,,6.44,5.7,5.5,,,,3.4,,,,2.4,,1.65,,,,0.9,,0.52,0.4,,,,,,,,0.05
2024-10-01,,,,,,,,,,,,,,1775.84,,,,,,1265.06,,,,,,,,,,,,,,,809.67,,,,,,,,628.82,,585.8,,554.46,,512.97,493.0,,,441.43,,398.63,,354.62,,306.46,,273.9,,244.78,228.67,211.6,196.7,178.1,159.2,143.09,,111.06,,103.1,82.95,76.1,,61.2,,46.2,37.33,35.5,,25.95,21.0,19.48,,13.2,,10.2,9.06,7.5,6.7,6.1,,4.3,,3.6,,2.7,,,,1.85,,1.3,,0.95,,0.65,,0.35,,,,,,,,,0.2
